fullName,politicalGroup,id,nationalPoliticalGroup,photo,nameAudio,gender_Wiki,gender_2017,gender,dateOfBirth_Wiki,dateOfBirth_Home,dateOfBirth,placeOfBirth,country,homePage
Nuno MELO,Group of the European People's Party (Christian Democrats),96978,Partido do Centro Democrático Social-Partido Popular,https://www.europarl.europa.eu/mepphoto/96978.jpg,https://www.europarl.europa.eu/mepaudio/96978.mp3,MALE,MALE,MALE,"March 18, 1966",18-03-1966,18-03-1966,Joane,Italy,https://www.europarl.europa.eu/meps/en/96978/NUNO_MELO/home
Marina MESURE,The Left group in the European Parliament - GUE/NGL,236053,La France Insoumise,https://www.europarl.europa.eu/mepphoto/236053.jpg,https://www.europarl.europa.eu/mepaudio/236053.mp3,FEMALE,,FEMALE,"July 12, 1989",12-07-1989,07-12-1989,Marseille,Spain,https://www.europarl.europa.eu/meps/en/236053/MARINA_MESURE/home
Roberta METSOLA,Group of the European People's Party (Christian Democrats),118859,Partit Nazzjonalista,https://www.europarl.europa.eu/mepphoto/118859.jpg,https://www.europarl.europa.eu/mepaudio/118859.mp3,FEMALE,FEMALE,FEMALE,"January 18, 1979",18-01-1979,18-01-1979,St Julians,Poland,https://www.europarl.europa.eu/meps/en/118859/ROBERTA_METSOLA/home
Tilly METZ,Group of the Greens/European Free Alliance,193292,Déi Gréng - Les Verts,https://www.europarl.europa.eu/mepphoto/193292.jpg,https://www.europarl.europa.eu/mepaudio/193292.mp3,FEMALE,,FEMALE,"May 26, 1967",26-05-1967,26-05-1967,Luxembourg,France,https://www.europarl.europa.eu/meps/en/193292/TILLY_METZ/home
Jörg MEUTHEN,Non-attached Members,190518,Deutsche Zentrumspartei,https://www.europarl.europa.eu/mepphoto/190518.jpg,https://www.europarl.europa.eu/mepaudio/190518.mp3,MALE,,MALE,"June 29, 1961",,29-06-1961,,Spain,https://www.europarl.europa.eu/meps/en/190518/JÖRG_MEUTHEN/home
Martina MICHELS,The Left group in the European Parliament - GUE/NGL,120478,DIE LINKE.,https://www.europarl.europa.eu/mepphoto/120478.jpg,https://www.europarl.europa.eu/mepaudio/120478.mp3,FEMALE,FEMALE,FEMALE,"December 1, 1955",01-12-1955,12-01-1955,Berlin,Romania,https://www.europarl.europa.eu/meps/en/120478/MARTINA_MICHELS/home
Iskra MIHAYLOVA,Renew Europe Group,125128,Movement for Rights and Freedoms,https://www.europarl.europa.eu/mepphoto/125128.jpg,https://www.europarl.europa.eu/mepaudio/125128.mp3,FEMALE,FEMALE,FEMALE,"September 7, 1957",07-09-1957,09-07-1957,Sofia,Finland,https://www.europarl.europa.eu/meps/en/125128/ISKRA_MIHAYLOVA/home
Sven MIKSER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197497,Sotsiaaldemokraatlik Erakond,https://www.europarl.europa.eu/mepphoto/197497.jpg,https://www.europarl.europa.eu/mepaudio/197497.mp3,MALE,,MALE,"November 8, 1973",08-11-1973,11-08-1973,Tartu,Hungary,https://www.europarl.europa.eu/meps/en/197497/SVEN_MIKSER/home
Giuseppe MILAZZO,European Conservatives and Reformists Group,197824,Fratelli d'Italia,https://www.europarl.europa.eu/mepphoto/197824.jpg,https://www.europarl.europa.eu/mepaudio/197824.mp3,,,MALE,"August 21, 1977",21-08-1977,21-08-1977,Palermo,Portugal,https://www.europarl.europa.eu/meps/en/197824/GIUSEPPE_MILAZZO/home
Francisco José MILLÁN MON,Group of the European People's Party (Christian Democrats),28400,Partido Popular,https://www.europarl.europa.eu/mepphoto/28400.jpg,https://www.europarl.europa.eu/mepaudio/28400.mp3,MALE,MALE,MALE,"March 8, 1955",08-03-1955,03-08-1955,Pontevedra,Spain,https://www.europarl.europa.eu/meps/en/28400/FRANCISCO_JOSÉ_MILLÁN_MON/home
Leszek MILLER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197540,Independent,https://www.europarl.europa.eu/mepphoto/197540.jpg,https://www.europarl.europa.eu/mepaudio/197540.mp3,MALE,,MALE,"July 3, 1946",03-07-1946,07-03-1946,Żyrardów,France,https://www.europarl.europa.eu/meps/en/197540/LESZEK_MILLER/home
Eric MINARDI,Identity and Democracy Group,236051,Rassemblement national,https://www.europarl.europa.eu/mepphoto/236051.jpg,https://www.europarl.europa.eu/mepaudio/236051.mp3,,,MALE,,18-03-1956,18-03-1956,Toulon,Spain,https://www.europarl.europa.eu/meps/en/236051/ERIC_MINARDI/home
Ana MIRANDA,Group of the Greens/European Free Alliance,24942,Bloque Nacionalista Galego,https://www.europarl.europa.eu/mepphoto/24942.jpg,https://www.europarl.europa.eu/mepaudio/24942.mp3,FEMALE,FEMALE,FEMALE,"August 19, 1951",02-05-1971,05-02-1971,Cuntis,Italy,https://www.europarl.europa.eu/meps/en/24942/ANA_MIRANDA/home
Alin MITUȚA,Renew Europe Group,212855,Reînnoim Proiectul European al României,https://www.europarl.europa.eu/mepphoto/212855.jpg,https://www.europarl.europa.eu/mepaudio/212855.mp3,MALE,,MALE,"May 24, 1984",24-05-1984,24-05-1984,Novaci,Germany,https://www.europarl.europa.eu/meps/en/212855/ALIN_MITUȚA/home
Silvia MODIG,The Left group in the European Parliament - GUE/NGL,197805,Vasemmistoliitto,https://www.europarl.europa.eu/mepphoto/197805.jpg,https://www.europarl.europa.eu/mepaudio/197805.mp3,FEMALE,,FEMALE,"July 8, 1976",08-07-1976,07-08-1976,Helsingfors,Romania,https://www.europarl.europa.eu/meps/en/197805/SILVIA_MODIG/home
Csaba MOLNÁR,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124722,Demokratikus Koalíció,https://www.europarl.europa.eu/mepphoto/124722.jpg,https://www.europarl.europa.eu/mepaudio/124722.mp3,MALE,MALE,MALE,"December 4, 1975",04-12-1975,12-04-1975,Csorna,Poland,https://www.europarl.europa.eu/meps/en/124722/CSABA_MOLNÁR/home
Cláudia MONTEIRO DE AGUIAR,Group of the European People's Party (Christian Democrats),124734,Partido Social Democrata,https://www.europarl.europa.eu/mepphoto/124734.jpg,https://www.europarl.europa.eu/mepaudio/124734.mp3,FEMALE,FEMALE,FEMALE,"April 8, 1982",08-04-1982,04-08-1982,Funchal,Austria,https://www.europarl.europa.eu/meps/en/124734/CLÁUDIA_MONTEIRO_DE_AGUIAR/home
Dolors MONTSERRAT,Group of the European People's Party (Christian Democrats),197711,Partido Popular,https://www.europarl.europa.eu/mepphoto/197711.jpg,https://www.europarl.europa.eu/mepaudio/197711.mp3,FEMALE,,FEMALE,"September 18, 1973",18-09-1973,18-09-1973,Barcelona,Germany,https://www.europarl.europa.eu/meps/en/197711/DOLORS_MONTSERRAT/home
Nadine MORANO,Group of the European People's Party (Christian Democrats),72779,Les Républicains,https://www.europarl.europa.eu/mepphoto/72779.jpg,https://www.europarl.europa.eu/mepaudio/72779.mp3,FEMALE,FEMALE,FEMALE,"November 6, 1963",06-11-1963,11-06-1963,Nancy,Romania,https://www.europarl.europa.eu/meps/en/72779/NADINE_MORANO/home
Javier MORENO SÁNCHEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,28347,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/28347.jpg,https://www.europarl.europa.eu/mepaudio/28347.mp3,MALE,MALE,MALE,"March 12, 1965",12-03-1965,03-12-1965,Ginebra (Suiza),Netherlands,https://www.europarl.europa.eu/meps/en/28347/JAVIER_MORENO_SÁNCHEZ/home
Alessandra MORETTI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124799,Partito Democratico,https://www.europarl.europa.eu/mepphoto/124799.jpg,https://www.europarl.europa.eu/mepaudio/124799.mp3,FEMALE,FEMALE,FEMALE,"June 24, 1973",24-06-1973,24-06-1973,Vicenza,Spain,https://www.europarl.europa.eu/meps/en/124799/ALESSANDRA_MORETTI/home
Marlene MORTLER,Group of the European People's Party (Christian Democrats),197427,Christlich-Soziale Union in Bayern e.V.,https://www.europarl.europa.eu/mepphoto/197427.jpg,https://www.europarl.europa.eu/mepaudio/197427.mp3,FEMALE,,FEMALE,"October 16, 1955",16-10-1955,16-10-1955,Lauf,Romania,https://www.europarl.europa.eu/meps/en/197427/MARLENE_MORTLER/home
Dan-Ştefan MOTREANU,Group of the European People's Party (Christian Democrats),197647,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/197647.jpg,https://www.europarl.europa.eu/mepaudio/197647.mp3,MALE,,MALE,,11-09-1970,09-11-1970,Orastie,Slovenia,https://www.europarl.europa.eu/meps/en/197647/DAN-ŞTEFAN_MOTREANU/home
Andżelika Anna MOŻDŻANOWSKA,European Conservatives and Reformists Group,197541,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197541.jpg,https://www.europarl.europa.eu/mepaudio/197541.mp3,,,FEMALE,,20-03-1975,20-03-1975,Kępno,Germany,https://www.europarl.europa.eu/meps/en/197541/ANDŻELIKA_ANNA_MOŻDŻANOWSKA/home
Ulrike MÜLLER,Renew Europe Group,124862,Freie Wähler,https://www.europarl.europa.eu/mepphoto/124862.jpg,https://www.europarl.europa.eu/mepaudio/124862.mp3,FEMALE,FEMALE,FEMALE,"December 7, 1962",07-12-1962,12-07-1962,Augsburg,Romania,https://www.europarl.europa.eu/meps/en/124862/ULRIKE_MÜLLER/home
Siegfried MUREŞAN,Group of the European People's Party (Christian Democrats),124802,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/124802.jpg,https://www.europarl.europa.eu/mepaudio/124802.mp3,MALE,MALE,MALE,"September 20, 1981",20-09-1981,20-09-1981,Hunedoara,Germany,https://www.europarl.europa.eu/meps/en/124802/SIEGFRIED_MUREŞAN/home
Caroline NAGTEGAAL,Renew Europe Group,190519,Volkspartij voor Vrijheid en Democratie,https://www.europarl.europa.eu/mepphoto/190519.jpg,https://www.europarl.europa.eu/mepaudio/190519.mp3,FEMALE,,FEMALE,"June 1, 1980",01-06-1980,06-01-1980,Utrecht,Czechia,https://www.europarl.europa.eu/meps/en/190519/CAROLINE_NAGTEGAAL/home
Javier NART,Renew Europe Group,125005,Independiente,https://www.europarl.europa.eu/mepphoto/125005.jpg,https://www.europarl.europa.eu/mepaudio/125005.mp3,MALE,MALE,MALE,"August 19, 1947",19-08-1947,19-08-1947,Laredo,Germany,https://www.europarl.europa.eu/meps/en/125005/JAVIER_NART/home
Victor NEGRESCU,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,88882,Partidul Social Democrat,https://www.europarl.europa.eu/mepphoto/88882.jpg,https://www.europarl.europa.eu/mepaudio/88882.mp3,MALE,MALE,MALE,"August 17, 1985",,17-08-1985,,Finland,https://www.europarl.europa.eu/meps/en/88882/VICTOR_NEGRESCU/home
Matjaž NEMEC,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,233862,Socialni demokrati,https://www.europarl.europa.eu/mepphoto/233862.jpg,https://www.europarl.europa.eu/mepaudio/233862.mp3,MALE,,MALE,"April 10, 1980",10-04-1980,04-10-1980,Šempeter pri Gorici,Greece,https://www.europarl.europa.eu/meps/en/233862/MATJAŽ_NEMEC/home
Hannah NEUMANN,Group of the Greens/European Free Alliance,197464,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197464.jpg,https://www.europarl.europa.eu/mepaudio/197464.mp3,FEMALE,,FEMALE,"April 3, 1984",03-04-1984,04-03-1984,Speyer,Sweden,https://www.europarl.europa.eu/meps/en/197464/HANNAH_NEUMANN/home
Dan NICA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124784,Partidul Social Democrat,https://www.europarl.europa.eu/mepphoto/124784.jpg,https://www.europarl.europa.eu/mepaudio/124784.mp3,MALE,MALE,MALE,"July 2, 1960",02-07-1960,07-02-1960,Panciu,Romania,https://www.europarl.europa.eu/meps/en/124784/DAN_NICA/home
Angelika NIEBLER,Group of the European People's Party (Christian Democrats),4289,Christlich-Soziale Union in Bayern e.V.,https://www.europarl.europa.eu/mepphoto/4289.jpg,https://www.europarl.europa.eu/mepaudio/4289.mp3,FEMALE,FEMALE,FEMALE,"February 18, 1963",18-02-1963,18-02-1963,München,Germany,https://www.europarl.europa.eu/meps/en/4289/ANGELIKA_NIEBLER/home
Luděk NIEDERMAYER,Group of the European People's Party (Christian Democrats),124701,TOP 09 a Starostové,https://www.europarl.europa.eu/mepphoto/124701.jpg,https://www.europarl.europa.eu/mepaudio/124701.mp3,MALE,MALE,MALE,"March 13, 1966",13-03-1966,13-03-1966,Brno,Slovenia,https://www.europarl.europa.eu/meps/en/124701/LUDĚK_NIEDERMAYER/home
Niklas NIENAß,Group of the Greens/European Free Alliance,197465,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197465.jpg,https://www.europarl.europa.eu/mepaudio/197465.mp3,MALE,,MALE,"April 14, 1992",14-04-1992,14-04-1992,Marl,Bulgaria,https://www.europarl.europa.eu/meps/en/197465/NIKLAS_NIENASS/home
Ville NIINISTÖ,Group of the Greens/European Free Alliance,197802,Vihreä liitto,https://www.europarl.europa.eu/mepphoto/197802.jpg,https://www.europarl.europa.eu/mepaudio/197802.mp3,MALE,,MALE,"July 30, 1976",30-07-1976,30-07-1976,Turku,Poland,https://www.europarl.europa.eu/meps/en/197802/VILLE_NIINISTÖ/home
Lefteris NIKOLAOU-ALAVANOS,Non-attached Members,197734,Communist Party of Greece,https://www.europarl.europa.eu/mepphoto/197734.jpg,https://www.europarl.europa.eu/mepaudio/197734.mp3,MALE,,MALE,"February 7, 1985",07-02-1985,02-07-1985,Athens,Germany,https://www.europarl.europa.eu/meps/en/197734/LEFTERIS_NIKOLAOU-ALAVANOS/home
Gheorghe-Vlad NISTOR,Group of the European People's Party (Christian Democrats),202112,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/202112.jpg,https://www.europarl.europa.eu/mepaudio/202112.mp3,MALE,,MALE,,25-07-1954,25-07-1954,București,Sweden,https://www.europarl.europa.eu/meps/en/202112/GHEORGHE-VLAD_NISTOR/home
Maria NOICHL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124836,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/124836.jpg,https://www.europarl.europa.eu/mepaudio/124836.mp3,FEMALE,FEMALE,FEMALE,"January 9, 1967",09-01-1967,01-09-1967,Rosenheim,Poland,https://www.europarl.europa.eu/meps/en/124836/MARIA_NOICHL/home
Ljudmila NOVAK,Group of the European People's Party (Christian Democrats),28294,Nova Slovenija – Krščanski demokrati,https://www.europarl.europa.eu/mepphoto/28294.jpg,https://www.europarl.europa.eu/mepaudio/28294.mp3,FEMALE,FEMALE,FEMALE,"August 1, 1959",01-08-1959,08-01-1959,Maribor,Lithuania,https://www.europarl.europa.eu/meps/en/28294/LJUDMILA_NOVAK/home
Andrey NOVAKOV,Group of the European People's Party (Christian Democrats),107212,Citizens for European Development of Bulgaria,https://www.europarl.europa.eu/mepphoto/107212.jpg,https://www.europarl.europa.eu/mepaudio/107212.mp3,MALE,,MALE,"July 7, 1988",07-07-1988,07-07-1988,PAZARDZHIK,France,https://www.europarl.europa.eu/meps/en/107212/ANDREY_NOVAKOV/home
Janina OCHOJSKA,Group of the European People's Party (Christian Democrats),197542,Independent,https://www.europarl.europa.eu/mepphoto/197542.jpg,https://www.europarl.europa.eu/mepaudio/197542.mp3,FEMALE,,FEMALE,"March 12, 1955",12-03-1955,03-12-1955,Gdánsk,France,https://www.europarl.europa.eu/meps/en/197542/JANINA_OCHOJSKA/home
Jan-Christoph OETJEN,Renew Europe Group,197432,Freie Demokratische Partei,https://www.europarl.europa.eu/mepphoto/197432.jpg,https://www.europarl.europa.eu/mepaudio/197432.mp3,MALE,,MALE,"February 21, 1978",21-02-1978,21-02-1978,Rotenburg (Wümme),France,https://www.europarl.europa.eu/meps/en/197432/JAN-CHRISTOPH_OETJEN/home
Carina OHLSSON,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,237779,Arbetarepartiet- Socialdemokraterna,https://www.europarl.europa.eu/mepphoto/237779.jpg,https://www.europarl.europa.eu/mepaudio/237779.mp3,FEMALE,,FEMALE,"June 14, 1957",14-06-1957,14-06-1957,Råda Lidköping,Ireland,https://www.europarl.europa.eu/meps/en/237779/CARINA_OHLSSON/home
Jan OLBRYCHT,Group of the European People's Party (Christian Democrats),28288,Platforma Obywatelska,https://www.europarl.europa.eu/mepphoto/28288.jpg,https://www.europarl.europa.eu/mepaudio/28288.mp3,MALE,MALE,MALE,"September 21, 1952",21-09-1952,21-09-1952,Rybnik,Estonia,https://www.europarl.europa.eu/meps/en/28288/JAN_OLBRYCHT/home
Juozas OLEKAS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197838,Lietuvos socialdemokratų partija,https://www.europarl.europa.eu/mepphoto/197838.jpg,https://www.europarl.europa.eu/mepaudio/197838.mp3,MALE,,MALE,"October 30, 1955",30-10-1955,30-10-1955,Mazas Ungutas,Spain,https://www.europarl.europa.eu/meps/en/197838/JUOZAS_OLEKAS/home
Philippe OLIVIER,Identity and Democracy Group,197687,Rassemblement national,https://www.europarl.europa.eu/mepphoto/197687.jpg,https://www.europarl.europa.eu/mepaudio/197687.mp3,,,MALE,"August 30, 1961",30-08-1961,30-08-1961,Juvisy sur Orge,Italy,https://www.europarl.europa.eu/meps/en/197687/PHILIPPE_OLIVIER/home
Younous OMARJEE,The Left group in the European Parliament - GUE/NGL,30482,La France Insoumise,https://www.europarl.europa.eu/mepphoto/30482.jpg,https://www.europarl.europa.eu/mepaudio/30482.mp3,MALE,MALE,MALE,"September 30, 1969",30-09-1969,30-09-1969,Saint-Denis (Réunion),Cyprus,https://www.europarl.europa.eu/meps/en/30482/YOUNOUS_OMARJEE/home
Max ORVILLE,Renew Europe Group,234344,Mouvement Démocrate,https://www.europarl.europa.eu/mepphoto/234344.jpg,https://www.europarl.europa.eu/mepaudio/234344.mp3,MALE,,MALE,"June 19, 1962",19-06-1962,19-06-1962,,Greece,https://www.europarl.europa.eu/meps/en/234344/MAX_ORVILLE/home
Grace O'SULLIVAN,Group of the Greens/European Free Alliance,197889,Green Party,https://www.europarl.europa.eu/mepphoto/197889.jpg,https://www.europarl.europa.eu/mepaudio/197889.mp3,FEMALE,,FEMALE,"March 8, 1962",08-03-1962,03-08-1962,Waterford,Greece,https://www.europarl.europa.eu/meps/en/197889/GRACE_O'SULLIVAN/home
Urmas PAET,Renew Europe Group,129073,Eesti Reformierakond,https://www.europarl.europa.eu/mepphoto/129073.jpg,https://www.europarl.europa.eu/mepaudio/129073.mp3,MALE,,MALE,"April 20, 1974",20-04-1974,20-04-1974,Tallinn,Italy,https://www.europarl.europa.eu/meps/en/129073/URMAS_PAET/home
Maite PAGAZAURTUNDÚA,Renew Europe Group,125038,Delegación Ciudadanos Europeos,https://www.europarl.europa.eu/mepphoto/125038.jpg,https://www.europarl.europa.eu/mepaudio/125038.mp3,FEMALE,FEMALE,FEMALE,"February 11, 1965",11-02-1965,02-11-1965,Donostia San Sebastián,Germany,https://www.europarl.europa.eu/meps/en/125038/MAITE_PAGAZAURTUNDÚA/home
Alessandro PANZA,Identity and Democracy Group,99283,Lega,https://www.europarl.europa.eu/mepphoto/99283.jpg,https://www.europarl.europa.eu/mepaudio/99283.mp3,,,MALE,"May 15, 1982",15-05-1982,15-05-1982,Domodossola,Italy,https://www.europarl.europa.eu/meps/en/99283/ALESSANDRO_PANZA/home
Demetris PAPADAKIS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124692,Movement for Social Democracy EDEK,https://www.europarl.europa.eu/mepphoto/124692.jpg,https://www.europarl.europa.eu/mepaudio/124692.mp3,,MALE,MALE,"August 22, 1966",22-08-1966,22-08-1966,Ammochostos,Finland,https://www.europarl.europa.eu/meps/en/124692/DEMETRIS_PAPADAKIS/home
Kostas PAPADAKIS,Non-attached Members,125093,Communist Party of Greece,https://www.europarl.europa.eu/mepphoto/125093.jpg,https://www.europarl.europa.eu/mepaudio/125093.mp3,MALE,MALE,MALE,"January 1, 1920",18-04-1975,18-04-1975,Athina,Czechia,https://www.europarl.europa.eu/meps/en/125093/KOSTAS_PAPADAKIS/home
Dimitrios PAPADIMOULIS,The Left group in the European Parliament - GUE/NGL,28586,Coalition of the Radical Left,https://www.europarl.europa.eu/mepphoto/28586.jpg,https://www.europarl.europa.eu/mepaudio/28586.mp3,MALE,MALE,MALE,"March 21, 1955",21-03-1955,21-03-1955,Athina,France,https://www.europarl.europa.eu/meps/en/28586/DIMITRIOS_PAPADIMOULIS/home
Aldo PATRICIELLO,Group of the European People's Party (Christian Democrats),36392,Forza Italia,https://www.europarl.europa.eu/mepphoto/36392.jpg,https://www.europarl.europa.eu/mepaudio/36392.mp3,MALE,MALE,MALE,"September 27, 1957",27-09-1957,27-09-1957,Venafro,Bulgaria,https://www.europarl.europa.eu/meps/en/36392/ALDO_PATRICIELLO/home
